gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZDHHC22,-1.38057312575757,4.96990433082707,-4.5649567651997,1.12171324115398e-05,0.000247229114772,3.11534761204291
DYNLRB2,-1.38502558606061,5.46939801503759,-4.09198339816849,7.36048687023431e-05,0.0006162930306128,1.37840275089433
C14orf132,-1.39179285878788,6.84668491729323,-4.07419328370353,7.87870759298743e-05,0.0006385200677929,1.31587354834252
ZNF175,-1.39907097484848,5.80120257894737,-5.40381988191002,2.90731899642497e-07,4.73330289514736e-05,6.51851871789349
HOTTIP,-1.40419484393939,5.36002420300752,-4.51377519072408,1.38402353813669e-05,0.0002740370889874,2.92065628469722
ACADL,-1.41530143181818,4.76844623308271,-4.87290082463306,3.06820667948794e-06,0.0001361339702098,4.31941605356585
EGFR,-1.42918889484849,6.45441763157895,-4.11897309873434,6.63605806210264e-05,0.0005875400422987,1.47366619617039
VWA3A,-1.44959149363636,6.31240505263158,-4.61457511043599,9.13625717492884e-06,0.0002208895327514,3.30559730449685
IRS1,-1.47632452212121,7.87185322556391,-4.73536655775718,5.5110617310541e-06,0.0001725362274858,3.77483999089933
ENKUR,-1.47710206818182,4.9289092406015,-4.75380962352014,5.09795687448748e-06,0.0001703859350787,3.84723674045278
FGF9,-1.51145386242424,8.01583123308271,-3.48029588791208,0.0006771617779601,0.0027073533588492,-0.646802352591582
C9orf24,-1.53626581666667,7.12479141353383,-3.64883508832238,0.0003767914720517,0.0017781477386192,-0.115091980365853
ZFP3,-1.54074992363636,5.29481422556391,-4.73088977258242,5.61612224054116e-06,0.0001746968810355,3.75729646545046
FAM189A2,-1.58233715666667,6.51539651879699,-5.36143785721929,3.52779564592841e-07,5.16080713768136e-05,6.33758939461336
MTCL1,-1.62676083757576,6.45136769172932,-4.12476613462388,6.4897191726636e-05,0.0005807012321447,1.49417596460864
EDN3,-1.64683374121212,5.21689573684211,-3.77805198609526,0.0002372332173682,0.0012929978920707,0.306354505408962
FAM81B,-1.68079111121212,5.54885759398496,-3.53427845201927,0.0005624444341872,0.0023789482593895,-0.478743809744178
ESR1,-1.68636776969697,10.4368957218045,-4.55558843401367,1.1658340363434e-05,0.0002524908210256,3.07959275668951
ZNF667-AS1,-1.68763539878788,6.31025091729323,-4.50728483423674,1.42124265480514e-05,0.0002764166350212,2.89608086190113
RHOU,-1.70255283212121,8.51869469924812,-5.69758425252369,7.42703602719932e-08,2.02617572050135e-05,7.7965598306142
RNF183,-1.71513657757576,9.02249961654135,-5.18194257233485,7.9241235149031e-07,7.50853139491431e-05,5.58141224413844
VMP1,-1.71735694575758,7.1272222481203,-4.09389363624414,7.30682157893424e-05,0.0006146526343455,1.38512936215975
MEIS2,-1.73285545424243,8.16508541353383,-5.09736768349592,1.15358490372238e-06,8.7551022693035e-05,5.23091724721955
GRIA2,-1.78346987393939,7.40768739849624,-3.15368313914147,0.0019919843685622,0.0061596956511475,-1.61725218488319
CDC20B,-1.79426793484848,4.66754515037594,-4.04452285957976,8.8214416253217e-05,0.0006822442941842,1.21205447434131
ASB12,-1.80900449818182,5.72647693984962,-4.46053906050411,1.71929800537371e-05,0.000303303558814,2.71984006824807
LINC00520,-1.83146580090909,6.40865086466165,-4.46245415705109,1.70598391875454e-05,0.0003021088013317,2.72703405336285
AGBL2,-1.83329873606061,5.3223984962406,-4.95668872476661,2.13644616144827e-06,0.0001130208887288,4.65641760979221
TCTE3,-1.94682717151515,5.58258167669173,-4.54257631199088,1.22990365922307e-05,0.0002575957604297,3.03001893538473
CAPSL,-1.95457477090909,6.506574,-4.47240945621848,1.63835803314186e-05,0.0002953140354738,2.76446704078414
PKHD1L1,-2.02028303848485,5.82454495488722,-4.13407051850303,6.26112338966807e-05,0.000567832699868,1.52716350938356
CTNNA2,-2.03376325,6.48544130075188,-6.5157008147712,1.35933701308765e-09,3.43028695252668e-06,11.5550702150786
PTPRM,-2.17544623,8.48477385714286,-5.71598561019641,6.80932269783894e-08,2.02251705107566e-05,7.87796764533554
ERICH3,-2.2686175030303,5.39812614285714,-5.02752989476414,1.5685285577662e-06,9.95769010194466e-05,4.94437278617557
LINC01541,-2.67831129393939,7.3754594962406,-3.91558285017488,0.0001432083857935,0.0009180980922196,0.767745916936881
